"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"E2001","Population at Each Census 1841 to 2016","1961","1961","01","Carlow","-","Both sexes","Number","33342"
"E2001","Population at Each Census 1841 to 2016","1961","1961","01","Carlow","1","Male","Number","17360"
"E2001","Population at Each Census 1841 to 2016","1961","1961","01","Carlow","2","Female","Number","15982"
"E2001","Population at Each Census 1841 to 2016","1961","1961","02","Dublin","-","Both sexes","Number","718332"
"E2001","Population at Each Census 1841 to 2016","1961","1961","02","Dublin","1","Male","Number","335004"
"E2001","Population at Each Census 1841 to 2016","1961","1961","02","Dublin","2","Female","Number","383328"
"E2001","Population at Each Census 1841 to 2016","1961","1961","03","Kildare","-","Both sexes","Number","64420"
"E2001","Population at Each Census 1841 to 2016","1961","1961","03","Kildare","1","Male","Number","34068"
"E2001","Population at Each Census 1841 to 2016","1961","1961","03","Kildare","2","Female","Number","30352"
"E2001","Population at Each Census 1841 to 2016","1961","1961","04","Kilkenny","-","Both sexes","Number","61668"
"E2001","Population at Each Census 1841 to 2016","1961","1961","04","Kilkenny","1","Male","Number","32252"
"E2001","Population at Each Census 1841 to 2016","1961","1961","04","Kilkenny","2","Female","Number","29416"
"E2001","Population at Each Census 1841 to 2016","1961","1961","05","Laois","-","Both sexes","Number","45069"
"E2001","Population at Each Census 1841 to 2016","1961","1961","05","Laois","1","Male","Number","23989"
"E2001","Population at Each Census 1841 to 2016","1961","1961","05","Laois","2","Female","Number","21080"
"E2001","Population at Each Census 1841 to 2016","1961","1961","06","Longford","-","Both sexes","Number","30643"
"E2001","Population at Each Census 1841 to 2016","1961","1961","06","Longford","1","Male","Number","16133"
"E2001","Population at Each Census 1841 to 2016","1961","1961","06","Longford","2","Female","Number","14510"
"E2001","Population at Each Census 1841 to 2016","1961","1961","07","Louth","-","Both sexes","Number","67378"
"E2001","Population at Each Census 1841 to 2016","1961","1961","07","Louth","1","Male","Number","33627"
"E2001","Population at Each Census 1841 to 2016","1961","1961","07","Louth","2","Female","Number","33751"
"E2001","Population at Each Census 1841 to 2016","1961","1961","08","Meath","-","Both sexes","Number","65122"
"E2001","Population at Each Census 1841 to 2016","1961","1961","08","Meath","1","Male","Number","33826"
"E2001","Population at Each Census 1841 to 2016","1961","1961","08","Meath","2","Female","Number","31296"
"E2001","Population at Each Census 1841 to 2016","1961","1961","09","Offaly","-","Both sexes","Number","51533"
"E2001","Population at Each Census 1841 to 2016","1961","1961","09","Offaly","1","Male","Number","27188"
"E2001","Population at Each Census 1841 to 2016","1961","1961","09","Offaly","2","Female","Number","24345"
"E2001","Population at Each Census 1841 to 2016","1961","1961","10","Westmeath","-","Both sexes","Number","52861"
"E2001","Population at Each Census 1841 to 2016","1961","1961","10","Westmeath","1","Male","Number","27183"
"E2001","Population at Each Census 1841 to 2016","1961","1961","10","Westmeath","2","Female","Number","25678"
"E2001","Population at Each Census 1841 to 2016","1961","1961","11","Wexford","-","Both sexes","Number","83308"
"E2001","Population at Each Census 1841 to 2016","1961","1961","11","Wexford","1","Male","Number","42128"
"E2001","Population at Each Census 1841 to 2016","1961","1961","11","Wexford","2","Female","Number","41180"
"E2001","Population at Each Census 1841 to 2016","1961","1961","12","Wicklow","-","Both sexes","Number","58473"
"E2001","Population at Each Census 1841 to 2016","1961","1961","12","Wicklow","1","Male","Number","29150"
"E2001","Population at Each Census 1841 to 2016","1961","1961","12","Wicklow","2","Female","Number","29323"
"E2001","Population at Each Census 1841 to 2016","1961","1961","13","Clare","-","Both sexes","Number","73702"
"E2001","Population at Each Census 1841 to 2016","1961","1961","13","Clare","1","Male","Number","38904"
"E2001","Population at Each Census 1841 to 2016","1961","1961","13","Clare","2","Female","Number","34798"
"E2001","Population at Each Census 1841 to 2016","1961","1961","14","Cork","-","Both sexes","Number","330443"
"E2001","Population at Each Census 1841 to 2016","1961","1961","14","Cork","1","Male","Number","164708"
"E2001","Population at Each Census 1841 to 2016","1961","1961","14","Cork","2","Female","Number","165735"
"E2001","Population at Each Census 1841 to 2016","1961","1961","15","Kerry","-","Both sexes","Number","116458"
"E2001","Population at Each Census 1841 to 2016","1961","1961","15","Kerry","1","Male","Number","60838"
"E2001","Population at Each Census 1841 to 2016","1961","1961","15","Kerry","2","Female","Number","55620"
"E2001","Population at Each Census 1841 to 2016","1961","1961","16","Limerick","-","Both sexes","Number","133339"
"E2001","Population at Each Census 1841 to 2016","1961","1961","16","Limerick","1","Male","Number","67173"
"E2001","Population at Each Census 1841 to 2016","1961","1961","16","Limerick","2","Female","Number","66166"
"E2001","Population at Each Census 1841 to 2016","1961","1961","17","Tipperary","-","Both sexes","Number","123822"
"E2001","Population at Each Census 1841 to 2016","1961","1961","17","Tipperary","1","Male","Number","64141"
"E2001","Population at Each Census 1841 to 2016","1961","1961","17","Tipperary","2","Female","Number","59681"
"E2001","Population at Each Census 1841 to 2016","1961","1961","18","Waterford","-","Both sexes","Number","71439"
"E2001","Population at Each Census 1841 to 2016","1961","1961","18","Waterford","1","Male","Number","35528"
"E2001","Population at Each Census 1841 to 2016","1961","1961","18","Waterford","2","Female","Number","35911"
"E2001","Population at Each Census 1841 to 2016","1961","1961","19","Galway","-","Both sexes","Number","149887"
"E2001","Population at Each Census 1841 to 2016","1961","1961","19","Galway","1","Male","Number","78993"
"E2001","Population at Each Census 1841 to 2016","1961","1961","19","Galway","2","Female","Number","70894"
"E2001","Population at Each Census 1841 to 2016","1961","1961","20","Leitrim","-","Both sexes","Number","33470"
"E2001","Population at Each Census 1841 to 2016","1961","1961","20","Leitrim","1","Male","Number","18031"
"E2001","Population at Each Census 1841 to 2016","1961","1961","20","Leitrim","2","Female","Number","15439"
"E2001","Population at Each Census 1841 to 2016","1961","1961","21","Mayo","-","Both sexes","Number","123330"
"E2001","Population at Each Census 1841 to 2016","1961","1961","21","Mayo","1","Male","Number","63844"
"E2001","Population at Each Census 1841 to 2016","1961","1961","21","Mayo","2","Female","Number","59486"
"E2001","Population at Each Census 1841 to 2016","1961","1961","22","Roscommon","-","Both sexes","Number","59217"
"E2001","Population at Each Census 1841 to 2016","1961","1961","22","Roscommon","1","Male","Number","31477"
"E2001","Population at Each Census 1841 to 2016","1961","1961","22","Roscommon","2","Female","Number","27740"
"E2001","Population at Each Census 1841 to 2016","1961","1961","23","Sligo","-","Both sexes","Number","53561"
"E2001","Population at Each Census 1841 to 2016","1961","1961","23","Sligo","1","Male","Number","27638"
"E2001","Population at Each Census 1841 to 2016","1961","1961","23","Sligo","2","Female","Number","25923"
"E2001","Population at Each Census 1841 to 2016","1961","1961","24","Cavan","-","Both sexes","Number","56594"
"E2001","Population at Each Census 1841 to 2016","1961","1961","24","Cavan","1","Male","Number","30277"
"E2001","Population at Each Census 1841 to 2016","1961","1961","24","Cavan","2","Female","Number","26317"
"E2001","Population at Each Census 1841 to 2016","1961","1961","25","Donegal","-","Both sexes","Number","113842"
"E2001","Population at Each Census 1841 to 2016","1961","1961","25","Donegal","1","Male","Number","58501"
"E2001","Population at Each Census 1841 to 2016","1961","1961","25","Donegal","2","Female","Number","55341"
"E2001","Population at Each Census 1841 to 2016","1961","1961","26","Monaghan","-","Both sexes","Number","47088"
"E2001","Population at Each Census 1841 to 2016","1961","1961","26","Monaghan","1","Male","Number","24588"
"E2001","Population at Each Census 1841 to 2016","1961","1961","26","Monaghan","2","Female","Number","22500"
"E2001","Population at Each Census 1841 to 2016","1966","1966","-","State","-","Both sexes","Number","2884002"
"E2001","Population at Each Census 1841 to 2016","1966","1966","-","State","1","Male","Number","1449032"
"E2001","Population at Each Census 1841 to 2016","1966","1966","-","State","2","Female","Number","1434970"
"E2001","Population at Each Census 1841 to 2016","1966","1966","01","Carlow","-","Both sexes","Number","33593"
"E2001","Population at Each Census 1841 to 2016","1966","1966","01","Carlow","1","Male","Number","17320"
"E2001","Population at Each Census 1841 to 2016","1966","1966","01","Carlow","2","Female","Number","16273"
"E2001","Population at Each Census 1841 to 2016","1966","1966","02","Dublin","-","Both sexes","Number","795047"
"E2001","Population at Each Census 1841 to 2016","1966","1966","02","Dublin","1","Male","Number","375692"
"E2001","Population at Each Census 1841 to 2016","1966","1966","02","Dublin","2","Female","Number","419355"
"E2001","Population at Each Census 1841 to 2016","1966","1966","03","Kildare","-","Both sexes","Number","66404"
"E2001","Population at Each Census 1841 to 2016","1966","1966","03","Kildare","1","Male","Number","34829"
"E2001","Population at Each Census 1841 to 2016","1966","1966","03","Kildare","2","Female","Number","31575"
"E2001","Population at Each Census 1841 to 2016","1966","1966","04","Kilkenny","-","Both sexes","Number","60463"
"E2001","Population at Each Census 1841 to 2016","1966","1966","04","Kilkenny","1","Male","Number","31390"
"E2001","Population at Each Census 1841 to 2016","1966","1966","04","Kilkenny","2","Female","Number","29073"
"E2001","Population at Each Census 1841 to 2016","1966","1966","05","Laois","-","Both sexes","Number","44595"
"E2001","Population at Each Census 1841 to 2016","1966","1966","05","Laois","1","Male","Number","23622"
"E2001","Population at Each Census 1841 to 2016","1966","1966","05","Laois","2","Female","Number","20973"
"E2001","Population at Each Census 1841 to 2016","1966","1966","06","Longford","-","Both sexes","Number","28989"
"E2001","Population at Each Census 1841 to 2016","1966","1966","06","Longford","1","Male","Number","15245"
"E2001","Population at Each Census 1841 to 2016","1966","1966","06","Longford","2","Female","Number","13744"
"E2001","Population at Each Census 1841 to 2016","1966","1966","07","Louth","-","Both sexes","Number","69519"
"E2001","Population at Each Census 1841 to 2016","1966","1966","07","Louth","1","Male","Number","34664"
"E2001","Population at Each Census 1841 to 2016","1966","1966","07","Louth","2","Female","Number","34855"
"E2001","Population at Each Census 1841 to 2016","1966","1966","08","Meath","-","Both sexes","Number","67323"
"E2001","Population at Each Census 1841 to 2016","1966","1966","08","Meath","1","Male","Number","34877"
"E2001","Population at Each Census 1841 to 2016","1966","1966","08","Meath","2","Female","Number","32446"
"E2001","Population at Each Census 1841 to 2016","1966","1966","09","Offaly","-","Both sexes","Number","51717"
"E2001","Population at Each Census 1841 to 2016","1966","1966","09","Offaly","1","Male","Number","27007"
"E2001","Population at Each Census 1841 to 2016","1966","1966","09","Offaly","2","Female","Number","24710"
"E2001","Population at Each Census 1841 to 2016","1966","1966","10","Westmeath","-","Both sexes","Number","52900"
"E2001","Population at Each Census 1841 to 2016","1966","1966","10","Westmeath","1","Male","Number","27101"
"E2001","Population at Each Census 1841 to 2016","1966","1966","10","Westmeath","2","Female","Number","25799"
"E2001","Population at Each Census 1841 to 2016","1966","1966","11","Wexford","-","Both sexes","Number","83437"
"E2001","Population at Each Census 1841 to 2016","1966","1966","11","Wexford","1","Male","Number","42270"
"E2001","Population at Each Census 1841 to 2016","1966","1966","11","Wexford","2","Female","Number","41167"
"E2001","Population at Each Census 1841 to 2016","1966","1966","12","Wicklow","-","Both sexes","Number","60428"
"E2001","Population at Each Census 1841 to 2016","1966","1966","12","Wicklow","1","Male","Number","30231"
"E2001","Population at Each Census 1841 to 2016","1966","1966","12","Wicklow","2","Female","Number","30197"
"E2001","Population at Each Census 1841 to 2016","1966","1966","13","Clare","-","Both sexes","Number","73597"
"E2001","Population at Each Census 1841 to 2016","1966","1966","13","Clare","1","Male","Number","38667"
"E2001","Population at Each Census 1841 to 2016","1966","1966","13","Clare","2","Female","Number","34930"
"E2001","Population at Each Census 1841 to 2016","1966","1966","14","Cork","-","Both sexes","Number","339703"
"E2001","Population at Each Census 1841 to 2016","1966","1966","14","Cork","1","Male","Number","170010"
"E2001","Population at Each Census 1841 to 2016","1966","1966","14","Cork","2","Female","Number","169693"
"E2001","Population at Each Census 1841 to 2016","1966","1966","15","Kerry","-","Both sexes","Number","112785"
"E2001","Population at Each Census 1841 to 2016","1966","1966","15","Kerry","1","Male","Number","58674"
"E2001","Population at Each Census 1841 to 2016","1966","1966","15","Kerry","2","Female","Number","54111"
"E2001","Population at Each Census 1841 to 2016","1966","1966","16","Limerick","-","Both sexes","Number","137357"
"E2001","Population at Each Census 1841 to 2016","1966","1966","16","Limerick","1","Male","Number","69135"
"E2001","Population at Each Census 1841 to 2016","1966","1966","16","Limerick","2","Female","Number","68222"
"E2001","Population at Each Census 1841 to 2016","1966","1966","17","Tipperary","-","Both sexes","Number","122812"
"E2001","Population at Each Census 1841 to 2016","1966","1966","17","Tipperary","1","Male","Number","63416"
"E2001","Population at Each Census 1841 to 2016","1966","1966","17","Tipperary","2","Female","Number","59396"
"E2001","Population at Each Census 1841 to 2016","1966","1966","18","Waterford","-","Both sexes","Number","73080"
"E2001","Population at Each Census 1841 to 2016","1966","1966","18","Waterford","1","Male","Number","36466"
"E2001","Population at Each Census 1841 to 2016","1966","1966","18","Waterford","2","Female","Number","36614"
"E2001","Population at Each Census 1841 to 2016","1966","1966","19","Galway","-","Both sexes","Number","148340"
"E2001","Population at Each Census 1841 to 2016","1966","1966","19","Galway","1","Male","Number","77696"
"E2001","Population at Each Census 1841 to 2016","1966","1966","19","Galway","2","Female","Number","70644"
"E2001","Population at Each Census 1841 to 2016","1966","1966","20","Leitrim","-","Both sexes","Number","30572"
"E2001","Population at Each Census 1841 to 2016","1966","1966","20","Leitrim","1","Male","Number","16444"
"E2001","Population at Each Census 1841 to 2016","1966","1966","20","Leitrim","2","Female","Number","14128"
"E2001","Population at Each Census 1841 to 2016","1966","1966","21","Mayo","-","Both sexes","Number","115547"
"E2001","Population at Each Census 1841 to 2016","1966","1966","21","Mayo","1","Male","Number","59829"
"E2001","Population at Each Census 1841 to 2016","1966","1966","21","Mayo","2","Female","Number","55718"
"E2001","Population at Each Census 1841 to 2016","1966","1966","22","Roscommon","-","Both sexes","Number","56228"
"E2001","Population at Each Census 1841 to 2016","1966","1966","22","Roscommon","1","Male","Number","29782"
"E2001","Population at Each Census 1841 to 2016","1966","1966","22","Roscommon","2","Female","Number","26446"
"E2001","Population at Each Census 1841 to 2016","1966","1966","23","Sligo","-","Both sexes","Number","51263"
"E2001","Population at Each Census 1841 to 2016","1966","1966","23","Sligo","1","Male","Number","26346"
"E2001","Population at Each Census 1841 to 2016","1966","1966","23","Sligo","2","Female","Number","24917"
"E2001","Population at Each Census 1841 to 2016","1966","1966","24","Cavan","-","Both sexes","Number","54022"
"E2001","Population at Each Census 1841 to 2016","1966","1966","24","Cavan","1","Male","Number","28803"
"E2001","Population at Each Census 1841 to 2016","1966","1966","24","Cavan","2","Female","Number","25219"
"E2001","Population at Each Census 1841 to 2016","1966","1966","25","Donegal","-","Both sexes","Number","108549"
"E2001","Population at Each Census 1841 to 2016","1966","1966","25","Donegal","1","Male","Number","55606"
"E2001","Population at Each Census 1841 to 2016","1966","1966","25","Donegal","2","Female","Number","52943"
"E2001","Population at Each Census 1841 to 2016","1966","1966","26","Monaghan","-","Both sexes","Number","45732"
"E2001","Population at Each Census 1841 to 2016","1966","1966","26","Monaghan","1","Male","Number","23910"
"E2001","Population at Each Census 1841 to 2016","1966","1966","26","Monaghan","2","Female","Number","21822"
"E2001","Population at Each Census 1841 to 2016","1971","1971","-","State","-","Both sexes","Number","2978248"
"E2001","Population at Each Census 1841 to 2016","1971","1971","-","State","1","Male","Number","1495760"
"E2001","Population at Each Census 1841 to 2016","1971","1971","-","State","2","Female","Number","1482488"
"E2001","Population at Each Census 1841 to 2016","1971","1971","01","Carlow","-","Both sexes","Number","34237"
"E2001","Population at Each Census 1841 to 2016","1971","1971","01","Carlow","1","Male","Number","17502"
"E2001","Population at Each Census 1841 to 2016","1971","1971","01","Carlow","2","Female","Number","16735"
"E2001","Population at Each Census 1841 to 2016","1971","1971","02","Dublin","-","Both sexes","Number","852219"
"E2001","Population at Each Census 1841 to 2016","1971","1971","02","Dublin","1","Male","Number","406008"
"E2001","Population at Each Census 1841 to 2016","1971","1971","02","Dublin","2","Female","Number","446211"
"E2001","Population at Each Census 1841 to 2016","1971","1971","03","Kildare","-","Both sexes","Number","71977"
"E2001","Population at Each Census 1841 to 2016","1971","1971","03","Kildare","1","Male","Number","37279"
"E2001","Population at Each Census 1841 to 2016","1971","1971","03","Kildare","2","Female","Number","34698"
"E2001","Population at Each Census 1841 to 2016","1971","1971","04","Kilkenny","-","Both sexes","Number","61473"
"E2001","Population at Each Census 1841 to 2016","1971","1971","04","Kilkenny","1","Male","Number","31828"
"E2001","Population at Each Census 1841 to 2016","1971","1971","04","Kilkenny","2","Female","Number","29645"
"E2001","Population at Each Census 1841 to 2016","1971","1971","05","Laois","-","Both sexes","Number","45259"
"E2001","Population at Each Census 1841 to 2016","1971","1971","05","Laois","1","Male","Number","23805"
"E2001","Population at Each Census 1841 to 2016","1971","1971","05","Laois","2","Female","Number","21454"
"E2001","Population at Each Census 1841 to 2016","1971","1971","06","Longford","-","Both sexes","Number","28250"
"E2001","Population at Each Census 1841 to 2016","1971","1971","06","Longford","1","Male","Number","14891"
"E2001","Population at Each Census 1841 to 2016","1971","1971","06","Longford","2","Female","Number","13359"
"E2001","Population at Each Census 1841 to 2016","1971","1971","07","Louth","-","Both sexes","Number","74951"
"E2001","Population at Each Census 1841 to 2016","1971","1971","07","Louth","1","Male","Number","37511"
"E2001","Population at Each Census 1841 to 2016","1971","1971","07","Louth","2","Female","Number","37440"
"E2001","Population at Each Census 1841 to 2016","1971","1971","08","Meath","-","Both sexes","Number","71729"
"E2001","Population at Each Census 1841 to 2016","1971","1971","08","Meath","1","Male","Number","36977"
"E2001","Population at Each Census 1841 to 2016","1971","1971","08","Meath","2","Female","Number","34752"
"E2001","Population at Each Census 1841 to 2016","1971","1971","09","Offaly","-","Both sexes","Number","51829"
"E2001","Population at Each Census 1841 to 2016","1971","1971","09","Offaly","1","Male","Number","27029"
"E2001","Population at Each Census 1841 to 2016","1971","1971","09","Offaly","2","Female","Number","24800"
"E2001","Population at Each Census 1841 to 2016","1971","1971","10","Westmeath","-","Both sexes","Number","53570"
"E2001","Population at Each Census 1841 to 2016","1971","1971","10","Westmeath","1","Male","Number","27544"
"E2001","Population at Each Census 1841 to 2016","1971","1971","10","Westmeath","2","Female","Number","26026"
"E2001","Population at Each Census 1841 to 2016","1971","1971","11","Wexford","-","Both sexes","Number","86351"
"E2001","Population at Each Census 1841 to 2016","1971","1971","11","Wexford","1","Male","Number","43768"
"E2001","Population at Each Census 1841 to 2016","1971","1971","11","Wexford","2","Female","Number","42583"
"E2001","Population at Each Census 1841 to 2016","1971","1971","12","Wicklow","-","Both sexes","Number","66295"
"E2001","Population at Each Census 1841 to 2016","1971","1971","12","Wicklow","1","Male","Number","33318"
"E2001","Population at Each Census 1841 to 2016","1971","1971","12","Wicklow","2","Female","Number","32977"
"E2001","Population at Each Census 1841 to 2016","1971","1971","13","Clare","-","Both sexes","Number","75008"
"E2001","Population at Each Census 1841 to 2016","1971","1971","13","Clare","1","Male","Number","39002"
"E2001","Population at Each Census 1841 to 2016","1971","1971","13","Clare","2","Female","Number","36006"
"E2001","Population at Each Census 1841 to 2016","1971","1971","14","Cork","-","Both sexes","Number","352883"
"E2001","Population at Each Census 1841 to 2016","1971","1971","14","Cork","1","Male","Number","176786"
"E2001","Population at Each Census 1841 to 2016","1971","1971","14","Cork","2","Female","Number","176097"
"E2001","Population at Each Census 1841 to 2016","1971","1971","15","Kerry","-","Both sexes","Number","112772"
"E2001","Population at Each Census 1841 to 2016","1971","1971","15","Kerry","1","Male","Number","58404"
"E2001","Population at Each Census 1841 to 2016","1971","1971","15","Kerry","2","Female","Number","54368"
"E2001","Population at Each Census 1841 to 2016","1971","1971","16","Limerick","-","Both sexes","Number","140459"
"E2001","Population at Each Census 1841 to 2016","1971","1971","16","Limerick","1","Male","Number","70786"
"E2001","Population at Each Census 1841 to 2016","1971","1971","16","Limerick","2","Female","Number","69673"
"E2001","Population at Each Census 1841 to 2016","1971","1971","17","Tipperary","-","Both sexes","Number","123565"
"E2001","Population at Each Census 1841 to 2016","1971","1971","17","Tipperary","1","Male","Number","63523"
"E2001","Population at Each Census 1841 to 2016","1971","1971","17","Tipperary","2","Female","Number","60042"
"E2001","Population at Each Census 1841 to 2016","1971","1971","18","Waterford","-","Both sexes","Number","77315"
"E2001","Population at Each Census 1841 to 2016","1971","1971","18","Waterford","1","Male","Number","38770"
"E2001","Population at Each Census 1841 to 2016","1971","1971","18","Waterford","2","Female","Number","38545"
"E2001","Population at Each Census 1841 to 2016","1971","1971","19","Galway","-","Both sexes","Number","149223"
"E2001","Population at Each Census 1841 to 2016","1971","1971","19","Galway","1","Male","Number","77842"
"E2001","Population at Each Census 1841 to 2016","1971","1971","19","Galway","2","Female","Number","71381"
"E2001","Population at Each Census 1841 to 2016","1971","1971","20","Leitrim","-","Both sexes","Number","28360"
"E2001","Population at Each Census 1841 to 2016","1971","1971","20","Leitrim","1","Male","Number","15269"
"E2001","Population at Each Census 1841 to 2016","1971","1971","20","Leitrim","2","Female","Number","13091"
"E2001","Population at Each Census 1841 to 2016","1971","1971","21","Mayo","-","Both sexes","Number","109525"
"E2001","Population at Each Census 1841 to 2016","1971","1971","21","Mayo","1","Male","Number","56402"
"E2001","Population at Each Census 1841 to 2016","1971","1971","21","Mayo","2","Female","Number","53123"
"E2001","Population at Each Census 1841 to 2016","1971","1971","22","Roscommon","-","Both sexes","Number","53519"
"E2001","Population at Each Census 1841 to 2016","1971","1971","22","Roscommon","1","Male","Number","28294"
"E2001","Population at Each Census 1841 to 2016","1971","1971","22","Roscommon","2","Female","Number","25225"
"E2001","Population at Each Census 1841 to 2016","1971","1971","23","Sligo","-","Both sexes","Number","50275"
"E2001","Population at Each Census 1841 to 2016","1971","1971","23","Sligo","1","Male","Number","25887"
"E2001","Population at Each Census 1841 to 2016","1971","1971","23","Sligo","2","Female","Number","24388"
"E2001","Population at Each Census 1841 to 2016","1971","1971","24","Cavan","-","Both sexes","Number","52618"
"E2001","Population at Each Census 1841 to 2016","1971","1971","24","Cavan","1","Male","Number","27819"
"E2001","Population at Each Census 1841 to 2016","1971","1971","24","Cavan","2","Female","Number","24799"
"E2001","Population at Each Census 1841 to 2016","1971","1971","25","Donegal","-","Both sexes","Number","108344"
"E2001","Population at Each Census 1841 to 2016","1971","1971","25","Donegal","1","Male","Number","55424"
"E2001","Population at Each Census 1841 to 2016","1971","1971","25","Donegal","2","Female","Number","52920"
"E2001","Population at Each Census 1841 to 2016","1971","1971","26","Monaghan","-","Both sexes","Number","46242"
"E2001","Population at Each Census 1841 to 2016","1971","1971","26","Monaghan","1","Male","Number","24092"
"E2001","Population at Each Census 1841 to 2016","1971","1971","26","Monaghan","2","Female","Number","22150"
"E2001","Population at Each Census 1841 to 2016","1979","1979","-","State","-","Both sexes","Number","3368217"
"E2001","Population at Each Census 1841 to 2016","1979","1979","-","State","1","Male","Number","1693272"
"E2001","Population at Each Census 1841 to 2016","1979","1979","-","State","2","Female","Number","1674945"
"E2001","Population at Each Census 1841 to 2016","1979","1979","01","Carlow","-","Both sexes","Number","38668"
"E2001","Population at Each Census 1841 to 2016","1979","1979","01","Carlow","1","Male","Number","19743"
"E2001","Population at Each Census 1841 to 2016","1979","1979","01","Carlow","2","Female","Number","18925"
"E2001","Population at Each Census 1841 to 2016","1979","1979","02","Dublin","-","Both sexes","Number","983683"
"E2001","Population at Each Census 1841 to 2016","1979","1979","02","Dublin","1","Male","Number","473104"
"E2001","Population at Each Census 1841 to 2016","1979","1979","02","Dublin","2","Female","Number","510579"
"E2001","Population at Each Census 1841 to 2016","1979","1979","03","Kildare","-","Both sexes","Number","97185"
"E2001","Population at Each Census 1841 to 2016","1979","1979","03","Kildare","1","Male","Number","50666"
"E2001","Population at Each Census 1841 to 2016","1979","1979","03","Kildare","2","Female","Number","46519"
"E2001","Population at Each Census 1841 to 2016","1979","1979","04","Kilkenny","-","Both sexes","Number","69156"
"E2001","Population at Each Census 1841 to 2016","1979","1979","04","Kilkenny","1","Male","Number","35688"
"E2001","Population at Each Census 1841 to 2016","1979","1979","04","Kilkenny","2","Female","Number","33468"
"E2001","Population at Each Census 1841 to 2016","1979","1979","05","Laois","-","Both sexes","Number","49936"
"E2001","Population at Each Census 1841 to 2016","1979","1979","05","Laois","1","Male","Number","26192"
"E2001","Population at Each Census 1841 to 2016","1979","1979","05","Laois","2","Female","Number","23744"
"E2001","Population at Each Census 1841 to 2016","1979","1979","06","Longford","-","Both sexes","Number","30785"
"E2001","Population at Each Census 1841 to 2016","1979","1979","06","Longford","1","Male","Number","16059"
"E2001","Population at Each Census 1841 to 2016","1979","1979","06","Longford","2","Female","Number","14726"
"E2001","Population at Each Census 1841 to 2016","1979","1979","07","Louth","-","Both sexes","Number","86135"
"E2001","Population at Each Census 1841 to 2016","1979","1979","07","Louth","1","Male","Number","43061"
"E2001","Population at Each Census 1841 to 2016","1979","1979","07","Louth","2","Female","Number","43074"
"E2001","Population at Each Census 1841 to 2016","1979","1979","08","Meath","-","Both sexes","Number","90715"
"E2001","Population at Each Census 1841 to 2016","1979","1979","08","Meath","1","Male","Number","46704"
"E2001","Population at Each Census 1841 to 2016","1979","1979","08","Meath","2","Female","Number","44011"
"E2001","Population at Each Census 1841 to 2016","1979","1979","09","Offaly","-","Both sexes","Number","57342"
"E2001","Population at Each Census 1841 to 2016","1979","1979","09","Offaly","1","Male","Number","29792"
"E2001","Population at Each Census 1841 to 2016","1979","1979","09","Offaly","2","Female","Number","27550"
"E2001","Population at Each Census 1841 to 2016","1979","1979","10","Westmeath","-","Both sexes","Number","59885"
"E2001","Population at Each Census 1841 to 2016","1979","1979","10","Westmeath","1","Male","Number","30557"
"E2001","Population at Each Census 1841 to 2016","1979","1979","10","Westmeath","2","Female","Number","29328"
"E2001","Population at Each Census 1841 to 2016","1979","1979","11","Wexford","-","Both sexes","Number","96421"
"E2001","Population at Each Census 1841 to 2016","1979","1979","11","Wexford","1","Male","Number","48974"
"E2001","Population at Each Census 1841 to 2016","1979","1979","11","Wexford","2","Female","Number","47447"
"E2001","Population at Each Census 1841 to 2016","1979","1979","12","Wicklow","-","Both sexes","Number","83950"
"E2001","Population at Each Census 1841 to 2016","1979","1979","12","Wicklow","1","Male","Number","41969"
"E2001","Population at Each Census 1841 to 2016","1979","1979","12","Wicklow","2","Female","Number","41981"
"E2001","Population at Each Census 1841 to 2016","1979","1979","13","Clare","-","Both sexes","Number","84919"
"E2001","Population at Each Census 1841 to 2016","1979","1979","13","Clare","1","Male","Number","43945"
"E2001","Population at Each Census 1841 to 2016","1979","1979","13","Clare","2","Female","Number","40974"
"E2001","Population at Each Census 1841 to 2016","1979","1979","14","Cork","-","Both sexes","Number","396118"
"E2001","Population at Each Census 1841 to 2016","1979","1979","14","Cork","1","Male","Number","199146"
"E2001","Population at Each Census 1841 to 2016","1979","1979","14","Cork","2","Female","Number","196972"
"E2001","Population at Each Census 1841 to 2016","1979","1979","15","Kerry","-","Both sexes","Number","120356"
"E2001","Population at Each Census 1841 to 2016","1979","1979","15","Kerry","1","Male","Number","62185"
"E2001","Population at Each Census 1841 to 2016","1979","1979","15","Kerry","2","Female","Number","58171"
"E2001","Population at Each Census 1841 to 2016","1979","1979","16","Limerick","-","Both sexes","Number","157407"
"E2001","Population at Each Census 1841 to 2016","1979","1979","16","Limerick","1","Male","Number","79302"
"E2001","Population at Each Census 1841 to 2016","1979","1979","16","Limerick","2","Female","Number","78105"
"E2001","Population at Each Census 1841 to 2016","1979","1979","17","Tipperary","-","Both sexes","Number","133741"
"E2001","Population at Each Census 1841 to 2016","1979","1979","17","Tipperary","1","Male","Number","68877"
"E2001","Population at Each Census 1841 to 2016","1979","1979","17","Tipperary","2","Female","Number","64864"
"E2001","Population at Each Census 1841 to 2016","1979","1979","18","Waterford","-","Both sexes","Number","87278"
"E2001","Population at Each Census 1841 to 2016","1979","1979","18","Waterford","1","Male","Number","43956"
